5,11,0,0,45,8,88,52,592,42,0,7,1,0,1,0,0,0,31,23,327,37,29,2,29,0,7,3,0,0,0,0,1,0,12,8,153,132,26,0,12,3,0,0,0,0,3,11,999,70,0,0,0,0,9,0,0,0,0,0,0,0,0,3,360,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,406,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,168,378,40,14,0,0,0,0,0,0,2,12,22,31,6,23,2,0,0,0,0,0,1,11,53,28,45,868,83,3,0,0,0,0,0,2,3,2,0,9,2,17,1,0,0,0,0,0,1,0,0,0,1,2,0,999,72,4,0,0,0,0,0,0,0,0,0,0,0,0,304,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,101,296,326,37,3,0,0,0,0,0,2,7,9,14,9,20,19,4,0,0,0,1,1,2,6,15,26,15,784,999,95,4,0,0,0,0,0,0,0,0,0,3,11,338,24,1,0,0,0,0,0,0,0,0,4,3,59,9,2,0,0,0,0,0,0,0,0,0,1,1,2,623,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,18,11,140,47,671,330,304,84,49,3,1,0,2,1,34,15,303,201,999,267,170,22,6,7,1,0,28,6,66,31,284,403,257,263,99,9,6,0,0,0,19,8,92,49,178,133,188,63,22,7,5,1,3,0,6,4,90,40,389,80,87,45,9,2,2,1,1,0,3,2,56,26,90,26,80,195,25,5,4,3,1,0,2,2,48,25,39,8,21,21,5,2,4,1,1,0,2,1,75,14,6,116,23,6,2,1,1,0,1,0,1,0,5,3,2,2,6,3,4,1,1,0,0,0,1,0,14,2,14,4,2,1,1,0,0,0,0,0,0,0,1,64,10,1,7,1,1,0,0,0,0,0,0,0,0,1,0,1,0,123,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,207,50,27,0,18,0,0,0,0,0,0,17,61,13,37,0,0,0,0,0,0,0,0,17,35,76,456,313,132,10,0,0,0,0,0,0,0,0,31,18,58,0,0,0,0,0,0,0,0,0,12,0,621,783,637,55,15,0,0,0,0,0,0,0,33,10,10,27,32,11,144,14,0,0,0,0,0,0,0,0,49,999,418,52,64,21,0,0,0,0,0,0,0,10,17,0,0,0,187,38,0,0,0,0,0,0,0,0,0,129,58,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,30,138,15,0,0,0,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,4,2,11,17,90,78,58,9,4,7,0,0,0,0,2,1,14,11,29,39,46,21,7,0,0,0,2,0,4,1,14,7,21,17,999,48,8,2,0,0,1,0,3,4,9,15,12,4,84,49,15,1,0,0,0,0,1,0,5,4,2,2,5,24,2,0,0,0,0,2,0,0,2,0,3,0,5,14,1,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,7,2,20,74,235,75,102,69,10,21,7,0,1,0,4,0,14,9,233,27,610,34,62,3,3,0,6,0,3,5,19,34,9,1,15,0,7,0,8,0,5,1,0,2,9,7,67,12,999,298,22,5,0,2,0,0,0,0,1,1,2,0,105,10,7,2,22,2,0,0,0,0,0,0,0,0,33,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,1,11,10,434,41,45,21,3,3,127,3,0,0,0,0,4,3,60,633,41,18,138,24,4,0,0,0,0,0,0,0,1,0,14,4,100,17,2,0,0,0,0,0,0,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,9,7,243,15,17,5,1,76,20,0,0,0,0,0,3,3,64,491,910,40,57,2,0,0,0,0,0,0,0,0,0,0,10,13,10,45,454,19,2,0,0,0,0,0,1,0,0,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,87,20,49,24,75,8,30,2,0,1,3,15,57,12,77,9,52,12,34,7,7,2,1,13,20,21,127,114,31,4,33,17,23,4,22,5,8,5,47,9,777,108,22,3,66,18,8,5,3,1,8,47,75,136,86,9,12,2,9,3,84,7,7,9,584,306,999,197,19,18,3,0,2,10,5,6,83,158,947,182,409,97,38,8,4,0,4,0,6,2,143,46,47,32,420,136,21,3,0,1,1,6,10,8,76,16,12,37,134,26,3,0,1,0,6,2,5,5,22,5,46,9,214,43,5,0,1,1,2,2,1,2,5,16,5,23,11,2,0,0,0,0,0,0,0,0,0,0,1,5,369,694,103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
